           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.037741703914e+01, -6.311336532235e-03
                 0.0,                 0.0,  2.037741798536e+01, -6.254235282540e-03
                 0.0,                 0.0,  2.037742866950e+01, -6.197700276971e-03
                 0.0,                 0.0,  2.037742676960e+01, -6.193766370416e-03
                 0.0,                 0.0,  2.037742958592e+01, -6.064543500543e-03
                 0.0,                 0.0,  2.047967819818e+01, -4.530420061201e-03
  0.000000000000e+00,  0.000000000000e+00,  2.047968174146e+01, -3.836145391688e-03
  8.000001311302e-03, -1.175142824650e-05,  2.047969349289e+01, -3.552322974429e-03
  1.100000739098e-02, -1.839827746153e-06,  2.047968358129e+01, -3.243570914492e-03
  1.300001144409e-02, -1.605134457350e-06,  2.047968334659e+01, -3.247564425692e-03
  1.400001347065e-02, -6.365589797497e-07,  2.047968237802e+01, -3.326480975375e-03
  1.145000010729e-01, -1.484195217927e-05,  2.047969658341e+01, -3.923220094293e-03
  2.145000100136e-01,  2.750435305643e-05,  2.047965423711e+01, -4.647666122764e-03
  3.150000125170e-01,  1.128833991970e-05,  2.047967045312e+01, -4.558311309665e-03
  4.155000001192e-01,  2.517052735129e-06,  2.047967922441e+01, -4.292211029679e-03
  5.040000081062e-01,  1.028586179018e-02,  2.046939587967e+01,  4.502321407199e-02
  5.115000009537e-01,  2.050925046206e-02,  2.045917249100e+01,  8.619143068790e-02
  5.165000110865e-01,  3.141928464174e-02,  2.044826245682e+01,  9.366823732853e-02
  5.205000042915e-01,  4.237509518862e-02,  2.043730664627e+01,  1.060202270746e-01
  5.240000039339e-01,  5.361319333315e-02,  2.042606854813e+01,  1.294272094965e-01
  5.270000100136e-01,  6.463766843081e-02,  2.041504407303e+01,  1.520102173090e-01
  5.295000076294e-01,  7.487631589174e-02,  2.040480542557e+01,  1.675894409418e-01
  5.320000052452e-01,  8.607626706362e-02,  2.039360547439e+01,  1.809256225824e-01
  5.345000028610e-01,  9.819174557924e-02,  2.038148999588e+01,  1.938192993402e-01
  5.365000069141e-01,  1.084761694074e-01,  2.037120557205e+01,  2.040426880121e-01
  5.385000109673e-01,  1.192946508527e-01,  2.036038709061e+01,  2.147238403559e-01
  5.405000001192e-01,  1.306014060974e-01,  2.034908033536e+01,  2.262747436762e-01
  5.425000041723e-01,  1.423506736755e-01,  2.033733106778e+01,  2.383749634027e-01
  5.445000082254e-01,  1.545119285583e-01,  2.032516981290e+01,  2.493918091059e-01
  5.465000122786e-01,  1.670393943787e-01,  2.031264234708e+01,  2.595388889313e-01
  5.485000014305e-01,  1.798415184021e-01,  2.029984022306e+01,  2.709372043610e-01
  5.505000054836e-01,  1.928725242615e-01,  2.028680921720e+01,  2.824881076813e-01
  5.525000095367e-01,  2.060713768005e-01,  2.027361036466e+01,  2.932455539703e-01
  5.545000135899e-01,  2.193465232849e-01,  2.026033521817e+01,  3.046133518219e-01
  5.565000027418e-01,  2.326674461365e-01,  2.024701429532e+01,  3.164083957672e-01
  5.585000067949e-01,  2.459578514099e-01,  2.023372389005e+01,  3.283407688141e-01
  5.605000108480e-01,  2.591109275818e-01,  2.022057081388e+01,  3.436300754547e-01
  5.625000000000e-01,  2.721419334412e-01,  2.020753980802e+01,  3.645651340485e-01
  5.645000040531e-01,  2.850203514099e-01,  2.019466139005e+01,  3.898947238922e-01
  5.665000081062e-01,  2.977919578552e-01,  2.018188978360e+01,  4.168417453766e-01
  5.685000121593e-01,  3.104720115662e-01,  2.016920972989e+01,  4.427511692047e-01
  5.705000013113e-01,  3.230605125427e-01,  2.015662122892e+01,  4.650900363922e-01
  5.725000053644e-01,  3.355574607849e-01,  2.014412428067e+01,  4.834311008453e-01
  5.745000094175e-01,  3.478762507439e-01,  2.013180549071e+01,  5.002741217613e-01
  5.765000134706e-01,  3.599917292595e-01,  2.011969001220e+01,  5.179743170738e-01
  5.785000026226e-01,  3.718630671501e-01,  2.010781867431e+01,  5.388178229332e-01
  5.805000066757e-01,  3.834902644157e-01,  2.009619147704e+01,  5.630792975426e-01
  5.825000107288e-01,  3.948580622673e-01,  2.008482367919e+01,  5.895075201988e-01
  5.844999998808e-01,  4.060122370720e-01,  2.007366950439e+01,  6.171259284019e-01
  5.865000039339e-01,  4.169680476189e-01,  2.006271369384e+01,  6.457208991051e-01
  5.885000079870e-01,  4.277712702751e-01,  2.005191047118e+01,  6.744074225426e-01
  5.905000120401e-01,  4.384371638298e-01,  2.004124457763e+01,  7.026361823082e-01
  5.925000011921e-01,  4.490115046501e-01,  2.003067023681e+01,  7.300714850426e-01
  5.945000052452e-01,  4.594942927361e-01,  2.002018744872e+01,  7.568659186363e-01
  5.965000092983e-01,  4.699313044548e-01,  2.000975043700e+01,  7.829584479332e-01
  5.985000133514e-01,  4.803530573845e-01,  1.999932868407e+01,  8.084711432457e-01
  6.005000025034e-01,  4.907442927361e-01,  1.998893744872e+01,  8.333124518394e-01
  6.025000065565e-01,  5.011202692986e-01,  1.997856147216e+01,  8.572077155113e-01
  6.045000106096e-01,  5.114809870720e-01,  1.996820075439e+01,  8.805841803551e-01
  6.064999997616e-01,  5.218111872673e-01,  1.995787055419e+01,  9.041742682457e-01
  6.085000038147e-01,  5.321566462517e-01,  1.994752509521e+01,  9.279169440269e-01
  6.105000078678e-01,  5.424715876579e-01,  1.993721015380e+01,  9.508661627769e-01
  6.125000119209e-01,  5.527865290642e-01,  1.992689521239e+01,  9.736627936363e-01
  6.145000010729e-01,  5.630862116814e-01,  1.991659552978e+01,  9.966730475426e-01
  6.165000051260e-01,  5.733706355095e-01,  1.990631110595e+01,  1.020171642303e+00
  6.185000091791e-01,  5.836245417595e-01,  1.989605719970e+01,  1.043609142303e+00
  6.205000132322e-01,  5.938784480095e-01,  1.988580329345e+01,  1.067107677460e+00
  6.225000023842e-01,  6.041018366814e-01,  1.987557990478e+01,  1.091582775116e+00
  6.245000064373e-01,  6.142947077751e-01,  1.986538703368e+01,  1.116271495819e+00
  6.265000104904e-01,  6.245180964470e-01,  1.985516364501e+01,  1.140502452850e+00
  6.284999996424e-01,  6.347109675407e-01,  1.984497077392e+01,  1.164336681366e+00
  6.305000036955e-01,  6.449038386345e-01,  1.983477790282e+01,  1.188231945038e+00
  6.325000077486e-01,  6.550967097282e-01,  1.982458503173e+01,  1.211944103241e+00
  6.345000118017e-01,  6.653048396111e-01,  1.981437690185e+01,  1.235534191132e+00
  6.365000009537e-01,  6.754824519157e-01,  1.980419928954e+01,  1.258849620819e+00
  6.385000050068e-01,  6.856753230095e-01,  1.979400641845e+01,  1.282622814178e+00
  6.405000090599e-01,  6.958376765251e-01,  1.978384406493e+01,  1.306426525116e+00
  6.425000131130e-01,  7.059847712517e-01,  1.977369697021e+01,  1.329833507538e+00
  6.445000022650e-01,  7.161318659782e-01,  1.976354987548e+01,  1.353545665741e+00
  6.465000063181e-01,  7.262484431267e-01,  1.975343329833e+01,  1.377196788788e+00
  6.485000103712e-01,  7.363497614861e-01,  1.974333197997e+01,  1.400420665741e+00
  6.504999995232e-01,  7.464358210564e-01,  1.973324592040e+01,  1.423888683319e+00
  6.525000035763e-01,  7.564913630486e-01,  1.972319037841e+01,  1.448455333710e+00
  6.545000076294e-01,  7.665316462517e-01,  1.971315009521e+01,  1.473937511444e+00
  6.565000116825e-01,  7.765719294548e-01,  1.970310981200e+01,  1.498900890350e+00
  6.590000092983e-01,  7.890688776970e-01,  1.969061286376e+01,  1.529052257538e+00
  6.610000133514e-01,  7.990786433220e-01,  1.968060309814e+01,  1.553405284882e+00
  6.635000109673e-01,  8.115755915642e-01,  1.966810614989e+01,  1.584075450897e+00
  6.660000085831e-01,  8.240572810173e-01,  1.965562446044e+01,  1.614684581757e+00
  6.685000061989e-01,  8.365389704704e-01,  1.964314277099e+01,  1.645598888397e+00
  6.710000038147e-01,  8.490054011345e-01,  1.963067634032e+01,  1.677703380585e+00
  6.735000014305e-01,  8.615023493767e-01,  1.961817939208e+01,  1.708587169647e+00
  6.755000054836e-01,  8.715121150017e-01,  1.960816962646e+01,  1.732940196991e+00
  6.780000030994e-01,  8.840090632439e-01,  1.959567267821e+01,  1.763854503632e+00
  6.800000071526e-01,  8.940188288689e-01,  1.958566291259e+01,  1.788512706757e+00
  6.820000112057e-01,  9.040285944939e-01,  1.957565314696e+01,  1.812621593475e+00
  6.845000088215e-01,  9.165255427361e-01,  1.956315619872e+01,  1.842986583710e+00
  6.865000128746e-01,  9.265353083611e-01,  1.955314643310e+01,  1.867919445038e+00
  6.890000104904e-01,  9.390322566032e-01,  1.954064948486e+01,  1.899260997772e+00
  6.915000081062e-01,  9.514986872673e-01,  1.952818305419e+01,  1.931792736053e+00
  6.940000057220e-01,  9.639803767204e-01,  1.951570136474e+01,  1.964263439178e+00
  6.965000033379e-01,  9.764162898064e-01,  1.950326545165e+01,  1.995818614960e+00
  6.990000009537e-01,  9.888522028923e-01,  1.949082953857e+01,  2.027831554413e+00
