           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.717742332749e+01, -6.034269463271e-03
                 0.0,                 0.0,  2.717742465370e+01, -6.057433318347e-03
                 0.0,                 0.0,  2.717742271654e+01, -6.872985977679e-03
                 0.0,                 0.0,  2.717742046647e+01, -6.919874344021e-03
                 0.0,                 0.0,  2.717742183738e+01, -7.001413498074e-03
                 0.0,                 0.0,  2.736604252874e+01, -6.994615774602e-03
  0.000000000000e+00,  0.000000000000e+00,  2.736604626409e+01, -7.054071407765e-03
  8.000001311302e-03, -2.747168764472e-06,  2.736604901125e+01, -6.281222682446e-03
  1.100000739098e-02, -5.950918421149e-06,  2.736605221500e+01, -6.104912143201e-03
  1.299999654293e-02, -9.307404980063e-06,  2.736605557149e+01, -5.980934482068e-03
  1.399999856949e-02, -1.094653271139e-05,  2.736605721062e+01, -5.872454028577e-03
  1.140000075102e-01, -1.029606573866e-05,  2.736605656015e+01, -8.734643459320e-03
  2.144999951124e-01,  1.529654412025e-07,  2.736604611112e+01, -5.703317001462e-03
  3.145000040531e-01, -1.179055925604e-05,  2.736605805465e+01, -5.462925881147e-03
  4.150000065565e-01,  3.370832710061e-04,  2.736570918081e+01, -8.089759387076e-03
  4.794999957085e-01,  1.034309342504e-02,  2.735570317066e+01, -3.809359623119e-03
  5.014999955893e-01,  2.068855240941e-02,  2.734535771168e+01,  1.608762517571e-02
  5.129999965429e-01,  3.099204972386e-02,  2.733505421436e+01,  2.788624539971e-02
  5.209999978542e-01,  4.134895280004e-02,  2.732469731129e+01,  2.612266317010e-02
  5.275000035763e-01,  5.135108903050e-02,  2.731469517506e+01,  1.892051473260e-02
  5.339999943972e-01,  6.220008805394e-02,  2.730384617603e+01,  1.518115680665e-02
  5.400000065565e-01,  7.265999168158e-02,  2.729338627240e+01,  1.195964496583e-02
  5.460000038147e-01,  8.325340598822e-02,  2.728279285810e+01,  9.278866462409e-03
  5.520000010729e-01,  9.367134422064e-02,  2.727237491987e+01,  4.941079299897e-03
  5.585000067949e-01,  1.044669374824e-01,  2.726157932660e+01,  5.496534984559e-03
  5.649999976158e-01,  1.144767031074e-01,  2.725156956098e+01, -1.898732734844e-03
  5.725000053644e-01,  1.246619448066e-01,  2.724138431928e+01,  9.614500217140e-03
  5.805000066757e-01,  1.347861438990e-01,  2.723126012019e+01,  2.259210124612e-02
  5.884999930859e-01,  1.449561268091e-01,  2.722109013728e+01,  3.016046062112e-02
  5.964999943972e-01,  1.555342823267e-01,  2.721051198176e+01,  3.296044841409e-02
  6.040000021458e-01,  1.657042652369e-01,  2.720034199885e+01,  2.885344997048e-02
  6.120000034571e-01,  1.762786060572e-01,  2.718976765803e+01,  2.726477757096e-02
  6.204999983311e-01,  1.868033558130e-01,  2.717924290827e+01,  2.838760986924e-02
  6.295000016689e-01,  1.971717029810e-01,  2.716887456110e+01,  3.092152252793e-02
  6.389999985695e-01,  2.072615772486e-01,  2.715878468684e+01,  3.236656636000e-02
  6.494999974966e-01,  2.174792438745e-01,  2.714856702021e+01,  3.903179615736e-02
  6.605000048876e-01,  2.278800159693e-01,  2.713816624812e+01,  4.858952015638e-02
  6.704999953508e-01,  2.380398958921e-01,  2.712800636819e+01,  5.113581195474e-02
  6.800000071526e-01,  2.481641024351e-01,  2.711788216165e+01,  5.086893215775e-02
  6.895000040531e-01,  2.583340704441e-01,  2.710771219364e+01,  5.223149433732e-02
  6.994999945164e-01,  2.687672674656e-01,  2.709727899662e+01,  5.382770672441e-02
  7.094999998808e-01,  2.787961065769e-01,  2.708725015751e+01,  5.869955196977e-02
  7.199999988079e-01,  2.890442907810e-01,  2.707700197330e+01,  6.409353017807e-02
  7.304999977350e-01,  2.992161810398e-01,  2.706683008305e+01,  6.971162557602e-02
  7.409999966621e-01,  3.095349371433e-01,  2.705651132694e+01,  7.342523336411e-02
  7.514999955893e-01,  3.200100958347e-01,  2.704603616825e+01,  7.778066396713e-02
  7.615000009537e-01,  3.301571905613e-01,  2.703588907352e+01,  7.951587438583e-02
  7.715000063181e-01,  3.402928411961e-01,  2.702575342289e+01,  8.205169439316e-02
  7.814999967813e-01,  3.503560125828e-01,  2.701569025150e+01,  8.537048101425e-02
  7.915000021458e-01,  3.603657782078e-01,  2.700568048588e+01,  8.874315023422e-02
  8.015000075102e-01,  3.704098761082e-01,  2.699563638798e+01,  9.286016225815e-02
  8.114999979734e-01,  3.804883062840e-01,  2.698555795780e+01,  9.634011983871e-02
  8.215000033379e-01,  3.905133306980e-01,  2.697553293339e+01,  9.984391927719e-02
  8.320000022650e-01,  4.009503424168e-01,  2.696509592167e+01,  1.043986678123e-01
  8.425000011921e-01,  4.113835394382e-01,  2.695466272465e+01,  1.102856993675e-01
  8.530000001192e-01,  4.218205511570e-01,  2.694422571293e+01,  1.145228743553e-01
  8.634999990463e-01,  4.322804510593e-01,  2.693376581303e+01,  1.219615340233e-01
  8.735000044107e-01,  4.423855841160e-01,  2.692366067997e+01,  1.255545020103e-01
  8.834999948740e-01,  4.526356756687e-01,  2.691341058842e+01,  1.277181506157e-01
  8.935000002384e-01,  4.627865850925e-01,  2.690325967899e+01,  1.288161277771e-01
