           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  1.357536846491e+01, -9.023760445416e-03
                 0.0,                 0.0,  1.357536519411e+01, -8.966946043074e-03
                 0.0,                 0.0,  1.357537426146e+01, -9.791397489607e-03
                 0.0,                 0.0,  1.357537151965e+01, -1.072456780821e-02
                 0.0,                 0.0,  1.357536992523e+01, -1.081039849669e-02
                 0.0,                 0.0,  1.369723857143e+01, -9.200822561979e-03
  0.000000000000e+00,  0.000000000000e+00,  1.369723804385e+01, -9.306859225035e-03
  8.000001311302e-03, -6.539747118950e-06,  1.369724458360e+01, -9.285341948271e-03
  1.099999248981e-02, -7.724389433861e-06,  1.369724576824e+01, -9.182345122099e-03
  1.299999654293e-02, -5.172565579414e-06,  1.369724321641e+01, -9.246837347746e-03
  1.399999856949e-02, -3.876164555550e-06,  1.369724192001e+01, -9.337197989225e-03
  1.145000010729e-01,  9.623726327845e-06,  1.369722842012e+01, -1.244413480163e-02
  2.150000035763e-01, -2.544701374063e-06,  1.369724058855e+01, -1.035229023546e-02
  3.154999911785e-01, -6.240465609153e-06,  1.369724428431e+01, -1.058953162283e-02
  4.155000001192e-01,  2.954853698611e-03,  1.369428319015e+01, -8.927565068007e-03
  4.329999983311e-01,  1.326407305896e-02,  1.368397397079e+01,  4.394556954503e-02
  4.395000040531e-01,  2.350653521717e-02,  1.367373150863e+01,  7.025935500860e-02
  4.439999908209e-01,  3.385199606419e-02,  1.366338604778e+01,  6.818606704473e-02
  4.479999989271e-01,  4.510535299778e-02,  1.365213269085e+01,  7.177569717169e-02
  4.514999985695e-01,  5.654181540012e-02,  1.364069622845e+01,  8.741595596075e-02
  4.545000046492e-01,  6.771887838840e-02,  1.362951916546e+01,  1.035292372108e-01
  4.570000022650e-01,  7.814063131809e-02,  1.361909741253e+01,  1.091578230262e-01
  4.594999998808e-01,  8.953894674778e-02,  1.360769909710e+01,  1.048481687903e-01
  4.619999974966e-01,  1.017917543650e-01,  1.359544628948e+01,  9.550216048956e-02
  4.640000015497e-01,  1.121066957712e-01,  1.358513134808e+01,  8.965041488409e-02
  4.659999907017e-01,  1.227878481150e-01,  1.357445019573e+01,  8.873917907476e-02
  4.679999947548e-01,  1.338657289743e-01,  1.356337231487e+01,  9.083344787359e-02
  4.699999988079e-01,  1.453250795603e-01,  1.355191296429e+01,  9.293343871832e-02
  4.720000028610e-01,  1.571658998728e-01,  1.354007214398e+01,  9.281333535910e-02
  4.739999920130e-01,  1.693576723337e-01,  1.352788037152e+01,  9.180339425802e-02
