           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  1.937407271977e+01, -1.158452406526e-02
                 0.0,                 0.0,  1.937407501455e+01, -1.167846098542e-02
                 0.0,                 0.0,  1.937405796762e+01, -1.172087434679e-02
                 0.0,                 0.0,  1.937405068095e+01, -1.203585509211e-02
                 0.0,                 0.0,  1.937405173893e+01, -1.203804928809e-02
                 0.0,                 0.0,  1.954545631758e+01, -1.182225998491e-02
  0.000000000000e+00,  0.000000000000e+00,  1.954545613042e+01, -1.156190689653e-02
  8.000001311302e-03,  8.816830813885e-06,  1.954544731359e+01, -1.192576345056e-02
  1.100000739098e-02,  8.209608495235e-06,  1.954544792081e+01, -1.196672301739e-02
  1.300001144409e-02,  4.242174327374e-06,  1.954545188825e+01, -1.208557467908e-02
  1.400001347065e-02,  7.366761565208e-07,  1.954545539374e+01, -1.214756350964e-02
  1.145000010729e-01, -1.265108585358e-05,  1.954546878151e+01, -9.292999282479e-03
  2.145000100136e-01,  2.147714440071e-05,  1.954543465328e+01, -1.175193116069e-02
  3.150000125170e-01,  6.342353117361e-06,  1.954544978807e+01, -1.175418403000e-02
  4.155000001192e-01,  9.006652362586e-06,  1.954544712377e+01, -1.461342256516e-02
  5.155000090599e-01,  3.379439935088e-03,  1.954207669048e+01, -1.381222251803e-02
  5.515000075102e-01,  1.342353783548e-02,  1.953203259258e+01, -1.126193674281e-03
  5.665000081062e-01,  2.369937859476e-02,  1.952175675182e+01,  1.480016764253e-02
  5.755000114441e-01,  3.370723873377e-02,  1.951174889169e+01,  1.570180617273e-02
  5.830000042915e-01,  4.415569454432e-02,  1.950130043588e+01,  8.678949438035e-03
  5.895000100136e-01,  5.416164547205e-02,  1.949129448495e+01,  3.647363511845e-03
  5.960000008345e-01,  6.463680416346e-02,  1.948081932626e+01,  1.631296006963e-03
  6.025000065565e-01,  7.531795650721e-02,  1.947013817391e+01, -1.555883558467e-03
  6.090000122786e-01,  8.583889156580e-02,  1.945961723885e+01, -2.607626141980e-03
  6.155000030994e-01,  9.600505977869e-02,  1.944945107064e+01, -6.165725644678e-03
  6.230000108480e-01,  1.066728234291e-01,  1.943878330699e+01, -6.140146404505e-03
  6.310000121593e-01,  1.168923974037e-01,  1.942856373302e+01,  5.845632404089e-03
  6.395000070333e-01,  1.272569298744e-01,  1.941819920054e+01,  1.513823494315e-02
  6.480000019073e-01,  1.376901268959e-01,  1.940776600352e+01,  2.205618843436e-02
  6.560000032187e-01,  1.477914452553e-01,  1.939766468516e+01,  2.737864479423e-02
  6.640000045300e-01,  1.582894921303e-01,  1.938716663829e+01,  3.224524483085e-02
  6.715000122786e-01,  1.685433983803e-01,  1.937691273204e+01,  3.475281223655e-02
  6.790000051260e-01,  1.789994835854e-01,  1.936645664683e+01,  3.280993923545e-02
  6.865000128746e-01,  1.892343163490e-01,  1.935622181407e+01,  3.291096910834e-02
  6.945000141859e-01,  1.995187401772e-01,  1.934593739024e+01,  3.375497087836e-02
  7.035000026226e-01,  2.099938988686e-01,  1.933546223155e+01,  3.606286272407e-02
