           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.940365144248e+01, -3.834071010351e-02
                 0.0,                 0.0,  2.940364964316e+01, -3.831925243139e-02
                 0.0,                 0.0,  2.940363751222e+01, -3.954114764929e-02
                 0.0,                 0.0,  2.940363106275e+01, -3.986728191376e-02
                 0.0,                 0.0,  2.940363308931e+01, -3.984630107880e-02
                 0.0,                 0.0,  2.940365037804e+01, -4.075409099460e-02
  0.000000000000e+00,  0.000000000000e+00,  2.940364018788e+01, -4.065341874957e-02
  8.000001311302e-03, -3.619119524956e-06,  2.940364380700e+01, -4.066333174706e-02
  1.099999248981e-02, -3.762543201447e-07,  2.940364056414e+01, -4.096397757530e-02
  1.299999654293e-02,  2.067536115646e-06,  2.940363812035e+01, -4.090879857540e-02
  1.399999856949e-02,  2.065673470497e-06,  2.940363812221e+01, -4.076002538204e-02
  1.145000010729e-01, -1.696543768048e-05,  2.940365715332e+01, -4.141570255160e-02
  2.150000035763e-01, -2.517112443456e-05,  2.940366535901e+01, -3.910997137427e-02
  3.154999911785e-01, -1.079055891751e-05,  2.940365097844e+01, -3.976466506720e-02
  4.155000001192e-01, -1.643194264034e-05,  2.940365661983e+01, -4.209088161588e-02
  5.160000026226e-01,  5.414671031758e-04,  2.940309872078e+01, -4.054548963904e-02
  5.764999985695e-01,  1.065220311284e-02,  2.939298798477e+01, -3.820563480258e-02
  5.970000028610e-01,  2.082218602300e-02,  2.938281800186e+01, -1.706458441913e-02
  6.075000017881e-01,  3.111805394292e-02,  2.937252213394e+01, -6.898653693497e-03
  6.149999946356e-01,  4.134907200933e-02,  2.936229111588e+01, -1.801849715412e-02
  6.215000003576e-01,  5.142750218511e-02,  2.935221268570e+01, -2.412201277912e-02
  6.279999911785e-01,  6.218494847417e-02,  2.934145523941e+01, -2.817894332111e-02
  6.340000033379e-01,  7.255710661411e-02,  2.933108308127e+01, -3.425575420260e-02
  6.400000005960e-01,  8.300937712193e-02,  2.932063081076e+01, -3.791690990329e-02
  6.459999978542e-01,  9.328617155552e-02,  2.931035401633e+01, -4.554248973727e-02
  6.525000035763e-01,  1.038223654032e-01,  2.929981782248e+01, -5.045757815242e-02
  6.595000028610e-01,  1.139999777079e-01,  2.928964021018e+01, -5.242250487208e-02
  6.674999892712e-01,  1.243721395731e-01,  2.927926804831e+01, -3.913972899318e-02
  6.759999990463e-01,  1.349808126688e-01,  2.926865937522e+01, -3.220270201564e-02
  6.840000003576e-01,  1.450783163309e-01,  2.925856187155e+01, -2.922533266246e-02
  6.920000016689e-01,  1.554581075907e-01,  2.924818208029e+01, -2.708981744945e-02
  6.994999945164e-01,  1.655060201883e-01,  2.923813416770e+01, -2.112839929760e-02
  7.070000022650e-01,  1.761223226786e-01,  2.922751786521e+01, -2.107623033226e-02
  7.140000015497e-01,  1.863838583231e-01,  2.921725632956e+01, -2.809718064964e-02
  7.214999943972e-01,  1.970688253641e-01,  2.920657136252e+01, -3.146054968238e-02
  7.294999957085e-01,  2.076813131571e-01,  2.919595887473e+01, -3.372019156814e-02
  7.379999905825e-01,  2.177635580301e-01,  2.918587662985e+01, -3.289788588881e-02
  7.479999959469e-01,  2.278878092766e-01,  2.917575237861e+01, -3.391036763787e-02
  7.609999924898e-01,  2.379128336906e-01,  2.916572735419e+01, -1.902947388589e-02
  7.749999910593e-01,  2.480618357658e-01,  2.915557835212e+01, -4.878853913397e-03
  7.870000004768e-01,  2.584530711174e-01,  2.914518711677e+01, -3.636828041635e-04
  7.969999909401e-01,  2.684895396233e-01,  2.913515064826e+01,  5.271524423733e-05
  8.065000027418e-01,  2.787587046623e-01,  2.912488148322e+01, -1.432394143194e-03
  8.159999996424e-01,  2.889935374260e-01,  2.911464665046e+01, -2.624725457281e-03
  8.259999901056e-01,  2.992817759514e-01,  2.910435841193e+01,  9.420165442862e-04
  8.365000039339e-01,  3.094956278801e-01,  2.909414456000e+01,  5.629325751215e-03
  8.474999964237e-01,  3.196560740471e-01,  2.908398411384e+01,  9.737755171955e-03
  8.589999973774e-01,  3.299977183342e-01,  2.907364246955e+01,  1.507356297225e-02
  8.699999898672e-01,  3.400303721428e-01,  2.906360981574e+01,  2.105119265616e-02
  8.809999972582e-01,  3.504711985588e-01,  2.905316898933e+01,  2.593209780753e-02
  8.914999961853e-01,  3.607899546623e-01,  2.904285023322e+01,  3.094174899161e-02
  9.015000015497e-01,  3.709370493889e-01,  2.903270313850e+01,  3.393485769629e-02
  9.114999920130e-01,  3.812634348869e-01,  2.902237675300e+01,  3.719785436988e-02
  9.214999973774e-01,  3.917462229729e-01,  2.901189396491e+01,  4.347684606910e-02
  9.309999942780e-01,  4.020459055901e-01,  2.900159428229e+01,  4.708602651954e-02
  9.399999976158e-01,  4.120938181877e-01,  2.899154636970e+01,  4.725873097777e-02
  9.494999945164e-01,  4.225384593010e-01,  2.898110172858e+01,  5.246865376830e-02
  9.589999914169e-01,  4.327084422112e-01,  2.897093174567e+01,  5.698048695922e-02
