           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.518120188352e+01, -8.932933211327e-03
                 0.0,                 0.0,  2.518120322462e+01, -8.805617690086e-03
                 0.0,                 0.0,  2.518121277813e+01, -7.180735934526e-03
                 0.0,                 0.0,  2.518121196881e+01, -6.641090381891e-03
                 0.0,                 0.0,  2.518121352598e+01, -6.536424625665e-03
                 0.0,                 0.0,  2.516702339433e+01, -9.016132913530e-03
  0.000000000000e+00,  0.000000000000e+00,  2.516702465711e+01, -9.190953336656e-03
  8.000001311302e-03,  3.934837877750e-06,  2.516702072227e+01, -8.937413804233e-03
  1.100000739098e-02,  5.314126610756e-06,  2.516701934298e+01, -8.450563065708e-03
  1.299999654293e-02,  5.085021257401e-06,  2.516701957208e+01, -8.232886902988e-03
  1.399999856949e-02,  7.222581189126e-06,  2.516701743452e+01, -8.116061799228e-03
  1.140000075102e-01,  1.813325798139e-05,  2.516700652385e+01, -7.980597205460e-03
  2.144999951124e-01,  3.370056901986e-06,  2.516702128705e+01, -1.004783250391e-02
  3.145000040531e-01,  3.086394144702e-07,  2.516702434847e+01, -7.685193326324e-03
  4.150000065565e-01,  6.871122750454e-04,  2.516633754483e+01, -9.146435186267e-03
  4.450000077486e-01,  1.109026838094e-02,  2.515593438873e+01,  3.922747448087e-02
  4.525000005960e-01,  2.175997756422e-02,  2.514526467954e+01,  7.407091557980e-02
  4.574999958277e-01,  3.292084857821e-02,  2.513410380853e+01,  7.314618676901e-02
  4.615000039339e-01,  4.400635883212e-02,  2.512301829827e+01,  7.719989866018e-02
  4.650000035763e-01,  5.529786273837e-02,  2.511172679437e+01,  8.945270627737e-02
  4.679999947548e-01,  6.625367701054e-02,  2.510077098010e+01,  9.942432492971e-02
  4.705000072718e-01,  7.631684839725e-02,  2.509070780871e+01,  1.050929650664e-01
  4.730000048876e-01,  8.722688257694e-02,  2.507979777453e+01,  1.099986657500e-01
  4.755000025034e-01,  9.897615015507e-02,  2.506804850695e+01,  1.143703088164e-01
  4.775000065565e-01,  1.090011745691e-01,  2.505802348254e+01,  1.162414178252e-01
  4.794999957085e-01,  1.195297390223e-01,  2.504749491808e+01,  1.170482262969e-01
  4.814999997616e-01,  1.305618435144e-01,  2.503646281359e+01,  1.166243776679e-01
  4.835000038147e-01,  1.420669704676e-01,  2.502495768664e+01,  1.146769747138e-01
  4.855000078678e-01,  1.539993435144e-01,  2.501302531359e+01,  1.102633699775e-01
  4.874999970198e-01,  1.663131862879e-01,  2.500071147082e+01,  1.043734773993e-01
  4.895000010729e-01,  1.789322048426e-01,  2.498809245226e+01,  9.874298423529e-02
  4.915000051260e-01,  1.918106228113e-01,  2.497521403429e+01,  9.217407554388e-02
  4.934999942780e-01,  2.048568874598e-01,  2.496216776965e+01,  8.364441245794e-02
  4.954999983311e-01,  2.179947048426e-01,  2.494902995226e+01,  7.589294761419e-02
  4.975000023842e-01,  2.311630398035e-01,  2.493586161730e+01,  6.795837730169e-02
  4.995000064373e-01,  2.442855983973e-01,  2.492273905871e+01,  6.003143638372e-02
  5.014999955893e-01,  2.572708129883e-01,  2.490975384412e+01,  5.606605857611e-02
  5.034999996424e-01,  2.701187133789e-01,  2.489690594373e+01,  5.794384330511e-02
  5.055000036955e-01,  2.828445434570e-01,  2.488418011365e+01,  6.413891166449e-02
