           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.829980885829e+01, -8.669971488416e-03
                 0.0,                 0.0,  2.829981005038e+01, -8.670031093061e-03
                 0.0,                 0.0,  2.829981660689e+01, -9.769677184522e-03
                 0.0,                 0.0,  2.829981022919e+01, -1.004799921066e-02
                 0.0,                 0.0,  2.829981523598e+01, -1.003901381046e-02
                 0.0,                 0.0,  2.885171804416e+01, -9.960212744772e-03
  0.000000000000e+00,  0.000000000000e+00,  2.885172980875e+01, -9.513416327536e-03
  8.000001311302e-03,  9.026436600834e-06,  2.885172078231e+01, -9.172764606774e-03
  1.099999248981e-02,  7.120484951884e-06,  2.885172268826e+01, -9.207573719323e-03
  1.299999654293e-02,  1.247564796358e-06,  2.885172856118e+01, -9.186041541398e-03
  1.399999856949e-02,  9.793438948691e-07,  2.885172882940e+01, -9.101641364396e-03
  1.145000010729e-01, -2.217484143330e-05,  2.885175198359e+01, -1.018769387156e-02
  2.150000035763e-01, -4.141715180594e-06,  2.885173395046e+01, -8.446780033410e-03
  3.154999911785e-01, -2.980768658745e-05,  2.885175961643e+01, -6.427593529224e-03
  4.155000001192e-01,  1.404783844805e-08,  2.885172979470e+01, -8.466001600027e-03
  4.975000023842e-01,  1.010844111443e-02,  2.884162136763e+01,  1.331183407456e-02
  5.099999904633e-01,  2.043482661247e-02,  2.883129498214e+01,  3.403803706169e-02
  5.174999982119e-01,  3.074595332146e-02,  2.882098385543e+01,  4.165574908257e-02
  5.234999954700e-01,  4.125925898552e-02,  2.881047054976e+01,  3.171846270561e-02
  5.289999991655e-01,  5.194041132927e-02,  2.879978939742e+01,  2.175065875053e-02
  5.339999943972e-01,  6.197306513786e-02,  2.878975674361e+01,  1.535722706467e-02
  5.390000045300e-01,  7.201334834099e-02,  2.877971646041e+01,  9.478778578341e-03
  5.444999933243e-01,  8.269068598747e-02,  2.876903912276e+01,  6.448001600802e-03
  5.499999970198e-01,  9.270045161247e-02,  2.875902935714e+01, -4.580288194120e-03
  5.565000027418e-01,  1.028322875500e-01,  2.874889752120e+01, -6.626396439970e-03
  5.649999976158e-01,  1.130900084972e-01,  2.873863980025e+01, -7.508664391935e-03
  5.789999961853e-01,  1.233362853527e-01,  2.872839352339e+01,  3.144893050194e-02
  5.925000011921e-01,  1.334337890148e-01,  2.871829601973e+01,  5.374672636390e-02
  6.024999916553e-01,  1.436876952648e-01,  2.870804211348e+01,  4.972440749407e-02
  6.114999949932e-01,  1.539225280285e-01,  2.869780728072e+01,  4.524547606707e-02
  6.204999983311e-01,  1.642946898937e-01,  2.868743511885e+01,  4.394430667162e-02
  6.295000016689e-01,  1.743273437023e-01,  2.867740246505e+01,  4.505656659603e-02
  6.394999921322e-01,  1.843847930431e-01,  2.866734501570e+01,  4.328249394894e-02
  6.515000015497e-01,  1.948141753674e-01,  2.865691563338e+01,  6.525515019894e-02
  6.624999940395e-01,  2.052111327648e-01,  2.864651867598e+01,  7.225440442562e-02
  6.724999994040e-01,  2.157358825207e-01,  2.863599392623e+01,  7.210423052311e-02
  6.819999963045e-01,  2.260737121105e-01,  2.862565609664e+01,  7.170583307743e-02
  6.914999932051e-01,  2.363123595715e-01,  2.861541744918e+01,  7.238297164440e-02
  7.014999985695e-01,  2.464136779308e-01,  2.860531613082e+01,  7.268403470516e-02
  7.124999910593e-01,  2.564825713634e-01,  2.859524723738e+01,  8.771012723446e-02
  7.234999984503e-01,  2.668585479259e-01,  2.858487126082e+01,  9.696458280087e-02
  7.335000038147e-01,  2.769598662853e-01,  2.857476994246e+01,  1.016251891851e-01
  7.430000007153e-01,  2.869726419449e-01,  2.856475716680e+01,  1.031835973263e-01
  7.529999911785e-01,  2.974592447281e-01,  2.855427056402e+01,  1.039817333221e-01
  7.629999965429e-01,  3.074613809586e-01,  2.854426842779e+01,  1.046007871628e-01
  7.740000039339e-01,  3.177400827408e-01,  2.853398972601e+01,  1.161688566208e-01
  7.845000028610e-01,  3.278166055679e-01,  2.852391320318e+01,  1.227358579636e-01
  7.944999933243e-01,  3.379484415054e-01,  2.851378136724e+01,  1.274346113205e-01
  8.044999986887e-01,  3.484617471695e-01,  2.850326806158e+01,  1.300042867661e-01
  8.145000040531e-01,  3.588758707047e-01,  2.849285393804e+01,  1.334015130997e-01
  8.250000029802e-01,  3.693529367447e-01,  2.848237687200e+01,  1.363315284252e-01
  8.359999954700e-01,  3.797498941422e-01,  2.847197991461e+01,  1.454333961010e-01
  8.470000028610e-01,  3.901220560074e-01,  2.846160775274e+01,  1.549338996410e-01
  8.575000017881e-01,  4.005647897720e-01,  2.845116501898e+01,  1.604890525341e-01
  8.674999922514e-01,  4.108949899673e-01,  2.844083481878e+01,  1.628784835339e-01
  8.774999976158e-01,  4.212366342545e-01,  2.843049317449e+01,  1.656737029552e-01
  8.875000029802e-01,  4.312502145767e-01,  2.842047959417e+01,  1.697086989880e-01
  8.980000019073e-01,  4.413839578629e-01,  2.841034585088e+01,  1.773380935192e-01
  9.085000008345e-01,  4.515062570572e-01,  2.840022355169e+01,  1.859039962292e-01
  9.189999997616e-01,  4.620062112808e-01,  2.838972359747e+01,  1.931938827038e-01
  9.290000051260e-01,  4.723211526871e-01,  2.837940865606e+01,  1.982826888561e-01
  9.389999955893e-01,  4.826780557632e-01,  2.836905175298e+01,  2.028536498547e-01
  9.490000009537e-01,  4.928251504898e-01,  2.835890465826e+01,  2.064184844494e-01
  9.594999998808e-01,  5.031458139420e-01,  2.834858399481e+01,  2.123150527477e-01
  9.699999988079e-01,  5.133157968521e-01,  2.833841401190e+01,  2.205605208874e-01
  9.804999977350e-01,  5.237451791763e-01,  2.832798462957e+01,  2.271446883678e-01
  9.905000030994e-01,  5.340486764908e-01,  2.831768113226e+01,  2.331452071667e-01
  1.000499993563e+00,  5.445193648338e-01,  2.830721044391e+01,  2.383919656277e-01
  1.010499998927e+00,  5.548266768456e-01,  2.829690313190e+01,  2.430191934109e-01
  1.020999997854e+00,  5.653094649315e-01,  2.828642034382e+01,  2.488079965115e-01
  1.031499996781e+00,  5.754851698875e-01,  2.827624463886e+01,  2.568112313747e-01
  1.041999995708e+00,  5.857257246971e-01,  2.826600408405e+01,  2.632761895657e-01
  1.052000001073e+00,  5.957660079002e-01,  2.825596380085e+01,  2.679739892483e-01
  1.061999991536e+00,  6.060351729393e-01,  2.824569463581e+01,  2.734585702419e-01
  1.071999996901e+00,  6.163348555565e-01,  2.823539495319e+01,  2.785111367702e-01
  1.082000002265e+00,  6.265162825584e-01,  2.822521352619e+01,  2.839947640896e-01
  1.092500001192e+00,  6.369189620018e-01,  2.821481084675e+01,  2.904854714870e-01
  1.103000000119e+00,  6.471194624901e-01,  2.820461034626e+01,  2.985707223415e-01
  1.113499999046e+00,  6.574000716209e-01,  2.819432973713e+01,  3.056088387966e-01
  1.123999997973e+00,  6.678599715233e-01,  2.818386983722e+01,  3.113556802273e-01
  1.134000003338e+00,  6.779155135155e-01,  2.817381429523e+01,  3.168269097805e-01
  1.143999993801e+00,  6.880130171776e-01,  2.816371679157e+01,  3.224945962429e-01
  1.153999999166e+00,  6.980838179588e-01,  2.815364599079e+01,  3.265629708767e-01
  1.164499998093e+00,  7.084712386131e-01,  2.814325857013e+01,  3.327094018459e-01
  1.174999997020e+00,  7.187747359276e-01,  2.813295507282e+01,  3.391600549221e-01
  1.185499995947e+00,  7.291468977928e-01,  2.812258291095e+01,  3.455325067043e-01
  1.195999994874e+00,  7.395953536034e-01,  2.811213445514e+01,  3.510495126247e-01
  1.206499993801e+00,  7.500285506248e-01,  2.810170125812e+01,  3.580037057400e-01
  1.216999992728e+00,  7.604579329491e-01,  2.809127187580e+01,  3.641453683376e-01
  1.227499991655e+00,  7.708720564842e-01,  2.808085775226e+01,  3.696194589138e-01
  1.237999990582e+00,  7.812518477440e-01,  2.807047796100e+01,  3.759098947048e-01
  1.248500004411e+00,  7.917295694351e-01,  2.806000023931e+01,  3.834482431412e-01
  1.258499994874e+00,  8.018728494644e-01,  2.804985695928e+01,  3.893438577652e-01
  1.268500000238e+00,  8.120580911636e-01,  2.803967171758e+01,  3.955503702164e-01
  1.278499990702e+00,  8.222395181656e-01,  2.802949029058e+01,  4.008775949478e-01
  1.288499996066e+00,  8.323751688004e-01,  2.801935463995e+01,  4.069172143936e-01
  1.298500001431e+00,  8.424154520035e-01,  2.800931435674e+01,  4.125419855118e-01
  1.308499991894e+00,  8.524214029312e-01,  2.799930840582e+01,  4.190021753311e-01
  1.318499997258e+00,  8.624960184097e-01,  2.798923379034e+01,  4.250847101212e-01
  1.328500002623e+00,  8.726774454117e-01,  2.797905236334e+01,  4.309993982315e-01
  1.338499993086e+00,  8.827940225601e-01,  2.796893578619e+01,  4.367958307266e-01
  1.348999992013e+00,  8.932920694351e-01,  2.795843773931e+01,  4.435020685196e-01
  1.359499990940e+00,  9.036604166031e-01,  2.794806939214e+01,  4.498134851456e-01
  1.370000004768e+00,  9.140592813492e-01,  2.793767052740e+01,  4.560295343399e-01
  1.380500003695e+00,  9.245268106461e-01,  2.792720299810e+01,  4.616762399673e-01
  1.391000002623e+00,  9.350210428238e-01,  2.791670876592e+01,  4.680744409561e-01
  1.401500001550e+00,  9.454923868179e-01,  2.790623742193e+01,  4.744735956192e-01
  1.412000000477e+00,  9.559904336929e-01,  2.789573937505e+01,  4.819351434708e-01
  1.422499999404e+00,  9.664541482925e-01,  2.788527566046e+01,  4.872261285782e-01
  1.432999998331e+00,  9.768301248550e-01,  2.787489968389e+01,  4.936434030533e-01
  1.443499997258e+00,  9.871793985367e-01,  2.786455041021e+01,  4.996982812881e-01
  1.453999996185e+00,  9.975324869156e-01,  2.785419732183e+01,  5.058475732803e-01
  1.464499995112e+00,  1.007885575294e+00,  2.784384423345e+01,  5.131527185440e-01
  1.474999994040e+00,  1.018292069435e+00,  2.783343773931e+01,  5.206180810928e-01
  1.484999999404e+00,  1.028374314308e+00,  2.782335549444e+01,  5.274025201797e-01
  1.495000004768e+00,  1.038632154465e+00,  2.781309765428e+01,  5.326628684998e-01
  1.504999995232e+00,  1.049057722092e+00,  2.780267208666e+01,  5.373244285583e-01
  1.515000000596e+00,  1.059433698654e+00,  2.779229611009e+01,  5.422911643982e-01
  1.524999991059e+00,  1.069622755051e+00,  2.778210705370e+01,  5.469031333923e-01
  1.535500004888e+00,  1.080063581467e+00,  2.777166622728e+01,  5.542654991150e-01
  1.546000003815e+00,  1.090378522873e+00,  2.776135128587e+01,  5.631690025330e-01
  1.556500002742e+00,  1.100725889206e+00,  2.775100391954e+01,  5.710177421570e-01
  1.566499993205e+00,  1.110773801804e+00,  2.774095600694e+01,  5.774588584900e-01
  1.576499998569e+00,  1.120993375778e+00,  2.773073643297e+01,  5.839514732361e-01
  1.586500003934e+00,  1.131323575974e+00,  2.772040623277e+01,  5.893969535828e-01
  1.596499994397e+00,  1.141646146774e+00,  2.771008366197e+01,  5.942950248718e-01
  1.606499999762e+00,  1.151755094528e+00,  2.769997471422e+01,  6.005454063416e-01
  1.616999998689e+00,  1.162111997604e+00,  2.768961781114e+01,  6.081805229187e-01
  1.627499997616e+00,  1.172434568405e+00,  2.767929524034e+01,  6.150794029236e-01
  1.637999996543e+00,  1.182883024216e+00,  2.766884678453e+01,  6.214480400085e-01
  1.648000001907e+00,  1.192957639694e+00,  2.765877216905e+01,  6.265130043030e-01
  1.657999992371e+00,  1.203093290329e+00,  2.764863651842e+01,  6.317038536072e-01
  1.667999997735e+00,  1.213190793991e+00,  2.763853901476e+01,  6.386590003967e-01
  1.678000003099e+00,  1.223212003708e+00,  2.762851780504e+01,  6.462311744690e-01
  1.688500002027e+00,  1.233633756638e+00,  2.761809605211e+01,  6.535840034485e-01
  1.699000000954e+00,  1.244024991989e+00,  2.760770481676e+01,  6.595320701599e-01
  1.709499999881e+00,  1.254507780075e+00,  2.759722202867e+01,  6.660351753235e-01
  1.719499990344e+00,  1.264628171921e+00,  2.758710163683e+01,  6.706547737122e-01
  1.729499995708e+00,  1.274744749069e+00,  2.757698505968e+01,  6.756691932678e-01
  1.739500001073e+00,  1.284785032272e+00,  2.756694477648e+01,  6.822953224182e-01
  1.749499991536e+00,  1.294839859009e+00,  2.755688994974e+01,  6.894252896309e-01
  1.759499996901e+00,  1.304925918579e+00,  2.754680389017e+01,  6.957195401192e-01
  1.769500002265e+00,  1.314989089966e+00,  2.753674071878e+01,  7.008226513863e-01
  1.780000001192e+00,  1.325475692749e+00,  2.752625411600e+01,  7.068594098091e-01
  1.790500000119e+00,  1.335859298706e+00,  2.751587051004e+01,  7.130411267281e-01
  1.800999999046e+00,  1.346181869507e+00,  2.750554793924e+01,  7.199190258980e-01
  1.811499997973e+00,  1.356561660767e+00,  2.749516814798e+01,  7.275732159615e-01
  1.821500003338e+00,  1.366590499878e+00,  2.748513930887e+01,  7.361829876900e-01
  1.831499993801e+00,  1.376752853394e+00,  2.747497695535e+01,  7.417972683907e-01
  1.841499999166e+00,  1.386991500854e+00,  2.746473830789e+01,  7.468584179878e-01
  1.851500004530e+00,  1.397062301636e+00,  2.745466750711e+01,  7.529094815254e-01
  1.862000003457e+00,  1.407415390015e+00,  2.744431441873e+01,  7.595852017403e-01
  1.872500002384e+00,  1.417612075806e+00,  2.743411773294e+01,  7.654331326485e-01
  1.883000001311e+00,  1.427864074707e+00,  2.742386573404e+01,  7.743824124336e-01
  1.893500000238e+00,  1.438285827637e+00,  2.741344398111e+01,  7.828014492989e-01
  1.903499990702e+00,  1.448352813721e+00,  2.740337699503e+01,  7.882326245308e-01
  1.913499996066e+00,  1.458450317383e+00,  2.739327949136e+01,  7.940757870674e-01
  1.923500001431e+00,  1.468498229980e+00,  2.738323157877e+01,  7.996128201485e-01
  1.934000000358e+00,  1.478866577148e+00,  2.737286323160e+01,  8.053148388863e-01
  1.944499999285e+00,  1.489124298096e+00,  2.736260551065e+01,  8.123672604561e-01
  1.954999998212e+00,  1.499420166016e+00,  2.735230964273e+01,  8.205516934395e-01
  1.965499997139e+00,  1.509849548340e+00,  2.734188026041e+01,  8.274849057198e-01
  1.975500002503e+00,  1.519866943359e+00,  2.733186286539e+01,  8.344486355782e-01
  1.985499992967e+00,  1.529918670654e+00,  2.732181113809e+01,  8.397968411446e-01
  1.995999991894e+00,  1.540366411209e+00,  2.731136339754e+01,  8.466476202011e-01
  2.006499990821e+00,  1.550761461258e+00,  2.730096834749e+01,  8.543609380722e-01
  2.017000004649e+00,  1.561187028885e+00,  2.729054277986e+01,  8.614019155502e-01
  2.027500003576e+00,  1.571658372879e+00,  2.728007143587e+01,  8.682464361191e-01
  2.037499994040e+00,  1.581755876541e+00,  2.726997393221e+01,  8.751233816147e-01
  2.047499999404e+00,  1.591967821121e+00,  2.725976198763e+01,  8.798106908798e-01
  2.057500004768e+00,  1.602195024490e+00,  2.724953478426e+01,  8.851550817490e-01
  2.067499995232e+00,  1.612319231033e+00,  2.723941057771e+01,  8.912910223007e-01
  2.077500000596e+00,  1.622355699539e+00,  2.722937410921e+01,  8.989795446396e-01
  2.087999999523e+00,  1.632785081863e+00,  2.721894472688e+01,  9.072879552841e-01
  2.098499998450e+00,  1.643191576004e+00,  2.720853823274e+01,  9.160865545273e-01
  2.108999997377e+00,  1.653685808182e+00,  2.719804400057e+01,  9.224551916122e-01
  2.119000002742e+00,  1.663760423660e+00,  2.718796938509e+01,  9.281677007675e-01
  2.128999993205e+00,  1.673838853836e+00,  2.717789095491e+01,  9.333652257919e-01
  2.138999998569e+00,  1.683924913406e+00,  2.716780489534e+01,  9.383901357651e-01
  2.149000003934e+00,  1.693995714188e+00,  2.715773409456e+01,  9.423469305038e-01
  2.159500002861e+00,  1.704383134842e+00,  2.714734667391e+01,  9.499553442001e-01
  2.170000001788e+00,  1.714680910110e+00,  2.713704889864e+01,  9.582790136337e-01
  2.180500000715e+00,  1.725060701370e+00,  2.712666910738e+01,  9.663451910019e-01
  2.190499991179e+00,  1.735081911087e+00,  2.711664789766e+01,  9.732326269150e-01
  2.200499996543e+00,  1.745148897171e+00,  2.710658091158e+01,  9.797757863998e-01
  2.210500001907e+00,  1.755154848099e+00,  2.709657496065e+01,  9.854291677475e-01
  2.221000000834e+00,  1.765542268753e+00,  2.708618753999e+01,  9.918912649155e-01
  2.231499999762e+00,  1.775717973709e+00,  2.707601183504e+01,  9.993146657944e-01
  2.241999998689e+00,  1.785786867142e+00,  2.706594294161e+01,  1.007771849632e+00
  2.252499997616e+00,  1.795972347260e+00,  2.705575746149e+01,  1.016745448112e+00
  2.262999996543e+00,  1.806365489960e+00,  2.704536431879e+01,  1.022161364555e+00
  2.273000001907e+00,  1.816394329071e+00,  2.703533547968e+01,  1.027163386345e+00
  2.282999992371e+00,  1.826480388641e+00,  2.702524942011e+01,  1.032805323601e+00
  2.292999997735e+00,  1.836490154266e+00,  2.701523965448e+01,  1.039776682854e+00
  2.303499996662e+00,  1.846946239471e+00,  2.700478356928e+01,  1.047509074211e+00
  2.313999995589e+00,  1.857413768768e+00,  2.699431603998e+01,  1.056464076042e+00
  2.324000000954e+00,  1.867465496063e+00,  2.698426431268e+01,  1.063910365105e+00
  2.333999991417e+00,  1.877604961395e+00,  2.697412484735e+01,  1.069578051567e+00
  2.343999996781e+00,  1.887786388397e+00,  2.696394342035e+01,  1.074524760246e+00
  2.354000002146e+00,  1.897933483124e+00,  2.695379632562e+01,  1.080077052116e+00
  2.363999992609e+00,  1.908023357391e+00,  2.694370645136e+01,  1.086167216301e+00
  2.373999997973e+00,  1.918078899384e+00,  2.693365090936e+01,  1.093731760979e+00
  2.384000003338e+00,  1.928176403046e+00,  2.692355340570e+01,  1.100779414177e+00
  2.393999993801e+00,  1.938300609589e+00,  2.691342919916e+01,  1.107187151909e+00
  2.403999999166e+00,  1.948386669159e+00,  2.690334313959e+01,  1.113851428032e+00
  2.414000004530e+00,  1.958449840546e+00,  2.689327996820e+01,  1.120345950127e+00
  2.423999994993e+00,  1.968528270721e+00,  2.688320153803e+01,  1.126170992851e+00
  2.434499993920e+00,  1.978995800018e+00,  2.687273400873e+01,  1.132596850395e+00
  2.444999992847e+00,  1.989326000214e+00,  2.686240380853e+01,  1.140233874321e+00
