           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.525454310649e+01, -1.727632060647e-02
                 0.0,                 0.0,  2.525454068506e+01, -1.740602031350e-02
                 0.0,                 0.0,  2.525454254770e+01, -1.804530993104e-02
                 0.0,                 0.0,  2.525454216772e+01, -1.757258549333e-02
                 0.0,                 0.0,  2.525454311394e+01, -1.762152090669e-02
                 0.0,                 0.0,  2.531856803192e+01, -1.921881362796e-02
  0.000000000000e+00,  0.000000000000e+00,  2.531856108783e+01, -1.925159618258e-02
  8.000001311302e-03, -4.492467269301e-06,  2.531856558029e+01, -1.986769214272e-02
  1.099999248981e-02, -2.950197085738e-06,  2.531856403802e+01, -1.988670602441e-02
  1.299999654293e-02, -5.112728103995e-06,  2.531856620056e+01, -1.986836642027e-02
  1.399999856949e-02, -2.937158569694e-06,  2.531856402499e+01, -1.980101317167e-02
  1.145000010729e-01, -5.071775831311e-06,  2.531856615960e+01, -1.772111281753e-02
  2.150000035763e-01, -3.476725851215e-06,  2.531856456455e+01, -1.887415908277e-02
  3.155000060797e-01,  8.817605703371e-06,  2.531855227022e+01, -1.730604656041e-02
  3.659999966621e-01,  1.043812930584e-02,  2.530812295852e+01,  1.010003760457e-01
  3.710000067949e-01,  2.152363955975e-02,  2.529703744827e+01,  1.381784081459e-01
  3.745000064373e-01,  3.302113711834e-02,  2.528553995071e+01,  1.394420266151e-01
  3.770000040531e-01,  4.306904971600e-02,  2.527549203811e+01,  1.335368752480e-01
  3.795000016689e-01,  5.454365909100e-02,  2.526401742874e+01,  1.259837746620e-01
  3.815000057220e-01,  6.470601260662e-02,  2.525385507522e+01,  1.196437552571e-01
  3.834999948740e-01,  7.566182315350e-02,  2.524289926467e+01,  1.140895560384e-01
  3.854999989271e-01,  8.741109073162e-02,  2.523114999710e+01,  1.098361685872e-01
  3.875000029802e-01,  9.992329776287e-02,  2.521863779006e+01,  1.072498038411e-01
  3.894999921322e-01,  1.131526678801e-01,  2.520540841995e+01,  1.057162955403e-01
  3.910000026226e-01,  1.235591620207e-01,  2.519500192581e+01,  1.054630950093e-01
  3.924999982119e-01,  1.343471258879e-01,  2.518421396194e+01,  1.056535914540e-01
  3.939999938011e-01,  1.455623358488e-01,  2.517299875198e+01,  1.060794070363e-01
  3.955000042915e-01,  1.571437567472e-01,  2.516141733108e+01,  1.066420748830e-01
  3.969999998808e-01,  1.691676825285e-01,  2.514939340530e+01,  1.071170046926e-01
  3.984999954700e-01,  1.815578192472e-01,  2.513700326858e+01,  1.076434329152e-01
  4.000000059605e-01,  1.943446844816e-01,  2.512421640335e+01,  1.080482676625e-01
  4.015000015497e-01,  2.075587958097e-01,  2.511100229202e+01,  1.072929576039e-01
  4.029999971390e-01,  2.211391180754e-01,  2.509742196975e+01,  1.044548228383e-01
  4.044999927282e-01,  2.350856512785e-01,  2.508347543655e+01,  9.963304549456e-02
  4.060000032187e-01,  2.493983954191e-01,  2.506916269241e+01,  9.346086531878e-02
