           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  2.667595995847e+01, -1.427235268056e-02
                 0.0,                 0.0,  2.667596175034e+01, -1.436080597341e-02
                 0.0,                 0.0,  2.667597483728e+01, -1.610042713583e-02
                 0.0,                 0.0,  2.667597552274e+01, -1.614593528211e-02
                 0.0,                 0.0,  2.667597406987e+01, -1.602148078382e-02
                 0.0,                 0.0,  2.671380610012e+01, -1.832894049585e-02
  0.000000000000e+00,  0.000000000000e+00,  2.671380769721e+01, -1.793745718896e-02
  8.000001311302e-03,  1.400709152222e-06,  2.671380629650e+01, -1.634243689477e-02
  1.100000739098e-02, -1.266598701477e-07,  2.671380782387e+01, -1.595834456384e-02
  1.299999654293e-02, -8.526258170605e-06,  2.671381622347e+01, -1.589426957071e-02
  1.399999856949e-02, -6.805174052715e-06,  2.671381450238e+01, -1.589361391962e-02
  1.140000075102e-01,  2.409665830783e-05,  2.671378360055e+01, -1.714794337749e-02
  2.144999951124e-01,  3.523870691424e-05,  2.671377245850e+01, -1.618168316782e-02
  3.145000040531e-01,  9.149662946584e-05,  2.671371620058e+01, -1.590746454895e-02
  3.819999992847e-01,  1.040386408567e-02,  2.670340383312e+01,  1.391293667257e-02
  3.930000066757e-01,  2.067302912474e-02,  2.669313466808e+01,  2.600215561688e-02
  4.004999995232e-01,  3.127407282591e-02,  2.668253362438e+01,  1.386092789471e-02
  4.070000052452e-01,  4.204677790403e-02,  2.667176091930e+01,  4.026763199363e-04
  4.130000025034e-01,  5.255245417356e-02,  2.666125524303e+01, -1.003815047443e-02
  4.189999997616e-01,  6.310248374939e-02,  2.665070521346e+01, -1.691403426230e-02
  4.249999970198e-01,  7.337546348572e-02,  2.664043223372e+01, -2.556958235800e-02
  4.315000027418e-01,  8.357596397400e-02,  2.663023173323e+01, -3.854146227241e-02
  4.389999955893e-01,  9.358191490173e-02,  2.662022578231e+01, -4.239275678992e-02
  4.494999945164e-01,  1.038796901703e-01,  2.660992800704e+01, -3.532334789634e-02
  4.629999995232e-01,  1.139981746674e-01,  2.659980952254e+01, -7.243359927088e-03
  4.745000004768e-01,  1.240899562836e-01,  2.658971774092e+01, -4.882941488177e-03
  4.845000058413e-01,  1.342675685883e-01,  2.657954012862e+01, -9.171615354717e-03
  4.940000027418e-01,  1.445558071136e-01,  2.656925189009e+01, -1.306451391429e-02
  5.034999996424e-01,  1.549279689789e-01,  2.655887972823e+01, -1.720727421343e-02
  5.129999965429e-01,  1.649758815765e-01,  2.654883181563e+01, -1.946557499468e-02
