           Test time,     Standard travel,     Tool separation,      Standard force
                 0.0,                 0.0,  4.498178996022e+01,  2.968853339553e-03
                 0.0,                 0.0,  4.498178864891e+01,  2.991145476699e-03
                 0.0,                 0.0,  4.498181013068e+01,  3.156473860145e-03
                 0.0,                 0.0,  4.498181504806e+01,  3.019636496902e-03
                 0.0,                 0.0,  4.498181375306e+01,  2.993380650878e-03
                 0.0,                 0.0,  4.498178565730e+01,  1.053978921846e-03
  0.000000000000e+00,  0.000000000000e+00,  4.498178933789e+01,  1.064797164872e-03
  8.000001311302e-03, -1.502310624346e-05,  4.498180436099e+01,  9.268124122173e-04
  1.100000739098e-02, -1.407641684636e-05,  4.498180341430e+01,  1.092036487535e-03
  1.300001144409e-02, -1.258063639398e-05,  4.498180191852e+01,  1.268466236070e-03
  1.400001347065e-02, -1.015174711938e-05,  4.498179948963e+01,  1.370509387925e-03
  1.145000010729e-01,  2.289805706823e-06,  4.498178704808e+01,  1.595144392923e-03
  2.145000100136e-01, -2.581726403150e-05,  4.498181515515e+01,  2.152816392481e-03
  3.150000125170e-01, -2.543868140492e-05,  4.498181477657e+01, -3.530542307999e-04
  4.155000001192e-01, -1.822516605898e-05,  4.498180756305e+01,  2.694322029129e-03
  5.155000090599e-01, -7.851490408939e-06,  4.498179718938e+01,  1.119127962738e-03
  6.160000115633e-01,  2.833691192791e-03,  4.497895564669e+01,  3.622605465353e-03
  6.565000116825e-01,  1.285442430526e-02,  4.496893491358e+01,  6.433951668441e-03
  6.735000014305e-01,  2.308113873005e-02,  4.495870819916e+01,  2.382397279143e-02
  6.830000132322e-01,  3.309090435505e-02,  4.494869843353e+01,  3.558945283294e-02
  6.905000060797e-01,  4.382164776325e-02,  4.493796769012e+01,  2.593278512359e-02
  6.970000118017e-01,  5.446465313435e-02,  4.492732468475e+01,  1.713609322906e-02
  7.030000090599e-01,  6.482918560505e-02,  4.491696015228e+01,  1.211404521018e-02
  7.090000063181e-01,  7.550652325153e-02,  4.490628281463e+01,  4.379746504128e-03
  7.150000035763e-01,  8.619530498981e-02,  4.489559403290e+01,  3.194523378625e-05
  7.210000008345e-01,  9.659035503864e-02,  4.488519898285e+01, -7.553580217063e-03
  7.275000065565e-01,  1.071646958590e-01,  4.487462464203e+01, -9.108963422477e-03
  7.345000058413e-01,  1.174491196871e-01,  4.486434021820e+01, -1.720959320664e-02
  7.425000071526e-01,  1.276572495699e-01,  4.485413208832e+01, -3.858151845634e-03
  7.510000020266e-01,  1.380484849215e-01,  4.484374085297e+01,  8.579668588936e-03
  7.590000033379e-01,  1.482718735933e-01,  4.483351746429e+01,  1.013131532818e-02
  7.665000110865e-01,  1.583121567965e-01,  4.482347718109e+01,  9.371177293360e-03
  7.740000039339e-01,  1.687339097261e-01,  4.481305542816e+01,  9.418101049960e-03
  7.810000032187e-01,  1.787780076265e-01,  4.480301133026e+01,  5.990118719637e-03
  7.880000025034e-01,  1.889022141695e-01,  4.479288712372e+01,  1.206488232128e-03
  7.955000102520e-01,  1.994040757418e-01,  4.478238526214e+01, -5.955605767667e-03
  8.035000115633e-01,  2.096961289644e-01,  4.477209320892e+01, -1.047029998153e-02
  8.125000000000e-01,  2.197707444429e-01,  4.476201859344e+01, -9.992747567594e-03
  8.235000073910e-01,  2.301123887300e-01,  4.475167694916e+01, -9.152202866971e-03
  8.365000039339e-01,  2.402213364840e-01,  4.474156800140e+01,  1.436442951672e-03
  8.495000004768e-01,  2.504370808601e-01,  4.473135225703e+01,  1.129171345383e-02
  8.605000078678e-01,  2.604888081551e-01,  4.472130052973e+01,  9.808328934014e-03
  8.705000132322e-01,  2.705481648445e-01,  4.471124117304e+01,  6.488588638604e-03
  8.805000036955e-01,  2.810614705086e-01,  4.470072786738e+01,  2.754953689873e-03
  8.905000090599e-01,  2.914946675301e-01,  4.469029467036e+01, -7.607667357661e-04
  9.005000144243e-01,  3.015235066414e-01,  4.468026583125e+01, -1.652850885876e-03
  9.110000133514e-01,  3.115256428719e-01,  4.467026369501e+01,  7.300236611627e-04
  9.220000058413e-01,  3.216266334057e-01,  4.466016270448e+01,  2.818055916578e-03
  9.335000067949e-01,  3.320617377758e-01,  4.464972760011e+01,  4.096858669072e-03
  9.445000141859e-01,  3.421935737133e-01,  4.463959576417e+01,  5.967788863927e-03
  9.550000131130e-01,  3.522052466869e-01,  4.462958409120e+01,  8.441054262221e-03
  9.650000035763e-01,  3.625240027905e-01,  4.461926533510e+01,  1.023400295526e-02
  9.740000069141e-01,  3.725719153881e-01,  4.460921742250e+01,  8.154158480465e-03
  9.830000102520e-01,  3.830585181713e-01,  4.459873081972e+01,  2.758268732578e-03
  9.920000135899e-01,  3.934116065502e-01,  4.458837773134e+01, -1.887794001959e-03
  1.001500010490e+00,  4.038829505444e-01,  4.457790638734e+01, -2.394970040768e-03
  1.011500000954e+00,  4.141978919506e-01,  4.456759144594e+01, -2.946622204036e-03
  1.021999999881e+00,  4.242076575756e-01,  4.455758168031e+01, -1.385281211697e-04
  1.033000007272e+00,  4.343795478344e-01,  4.454740979005e+01,  5.577795673162e-03
  1.043500006199e+00,  4.444617927074e-01,  4.453732754518e+01,  7.225111592561e-03
